,0
5431,alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol[rough endoplasmic reticulum lumen]
5432,alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
5433,beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
5434,alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
5435,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol
5436,N-acetyl-alpha-D-glucosaminyl-diphosphodolichol
5437,"3,3'-disulfanediyldipropanoate"
5438,"Man6(GlcNAc)2-[protein] (isomer 6A1,2B2)"
5439,"Man7(GlcNAc)2-[protein] (isomer 7A1,2B1,2)"
5440,beta-D-mannopyranose
5441,"Man8(GlcNAc)2-[protein] (isomer 8A1,2,3B1,2)"
5442,"Man7(GlcNAc)2-protein (isomer 7A1,2,3B1)"
5443,"Man6(GlcNAc)2-[protein] (isomer 6A1,2,3)"
5444,"Man6(GlcNAc)2-[protein] (isomer 6A1,2B1)"
5445,"Man7GlcNAc2-[protein] (isomer 7A1,2,3B2)"
5446,"Man8(GlcNAc)2-[protein] (isomer 8A1,2,3B2,3)"
5447,"Man9GlcNAc2-[protein] (isomer 9A1,2,3B1,2,3)"
5448,"Man7(GlcNAc)2-[protein] (isomer 7A1,2,3B3)"
5449,D-glucosyl-alpha(1->3)- alpha-D-mannose
5450,GlcMan9(GlcNAc)2-[protein]
5451,alpha-D-glucopyranose
5452,Glc2Man9(GlcNAc)2-[protein]
5453,"N6-(1,2-dicarboxyethyl)AMP"
5454,"alpha-D-glucosyl-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-ditrans,octacis-undecaprenol"
5455,"beta-D-galactosyl-(1->4)-alpha-D-galactosyl-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-ditrans,octacis-undecaprenol"
5456,"3-O-[alpha-D-glucosyl-(1->3)-N,N'-diacetyl-beta-D-bacillosaminyl]-(Ser)-[protein]"
5457,"tri-trans,hepta-cis-undecaprenyl diphosphate"
5458,"3-O-[beta-D-galactosyl-(1->4)-alpha-D-galactosyl-(1->3)-N,N'-diacetyl-beta-D-bacillosaminyl]-(Ser)-[protein]"
5459,"N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol"
5460,"alpha-D-galactosyl-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-ditrans,octacis-undecaprenol"
5461,"UDP-N,N'-diacetylbacillosamine"
5462,"tri-trans,hepta-cis-undecaprenyl phosphate"
5463,dGDP
5464,3-O-[beta-D-GlcNAc-(1->2)-alpha-D-mannosyl]-(Ser/Thr)-[protein]
5465,3-O-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)-]-alpha-D-mannosyl}-(Ser/Thr)-[protein]
5466,reduced NrdH glutaredoxin-like protein
5467,oxidized NrdH glutaredoxin-like protein
5468,"Man10GlcNAc2-[protein] (isomer 10A1,2,3,4B1,3,4)"
5469,"Man11GlcNAc2-[protein] (isomer 11A1,2,3,4B1,3,4C3)"
5470,4-oxo-4-sulfanylbutanoate
5471,4-sulfanylbutanoate
5472,"4,4'-disulfanediyldibutanoate"
5473,dADP
5474,dATP
5475,"6-(L-threonyl)-2-acetamido-2-deoxy-beta-uronatemannosyl-(1->4)-2,3-diacetamido-2,3-dideoxy-beta-D-uronateglucosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-(C55 omega-saturated dolichyl phosphate)"
5476,[M. voltae protein]-L-asparagine-[trisaccharide]
5477,"2-acetamido-2-deoxy-beta-uronatemannosyl-(beta1->4)-2,3-diacetamido-2,3-dideoxy-beta-D-uronateglucosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-(C55 omega-saturated dolichyl phosphate)"
5478,GDP-2-acetamido-2-deoxy-beta-mannuronate
5479,"2,3-diacetamido-2,3-dideoxy-beta-D-uronateglucosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-(C55 omega-saturated dolichyl phosphate)"
5480,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate"
5481,N-acetyl-alpha-D-glucosaminyl-(C55 omega-saturated dolichyl phosphate)
5482,A type 1 histo-blood group antigen
5483,"N-acetyl-alpha-D-galactosaminyl-(1,3)[alpha-L-fucosyl-(1,2)]-beta-D-galactosyl-(1,3)-[alpha-L-fucosyl-(1,4)]-N-acetyl-beta-D-glucosamine-(1->protein]"
5484,B (Lewis b) histo-blood group epitope
5485,B type 1 histo-blood group antigen
5486,sialyl-Lewis a epitope
5487,N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R
5488,ethanedisulfonate
5489,"(N-acetylgalactosaminyl)2-(glucosyl)-(N-acetylgalactosaminyl)3- N,N'-diacetylbacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol"
5490,[protein]-N4-heptasaccharide-L-asparagine
5491,"(N-acetylgalactosaminyl)5-N,N'-diacetylbacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol"
5492,"N-acetyl-D-galactosaminyl-alpha-(1->4)-N-acetyl-D-galactosaminyl-alpha-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tritrans,heptacis-undecaprenol"
5493,"N-acetyl-D-galactosaminyl-alpha-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol"
5494,MnIVO2
5495,Mn3+
5496,Mn2+
5497,alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-6P-]-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein]
5498,alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein]
5499,alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein]
5500,alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein]
5501,alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein]
5502,O-3-{N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl/threonyl-[protein]
5503,core 2
5504,core 1
5505,sialyl-T-antigen
5506,3-O-{[beta-GlcA-(1->3)-alpha-Xyl-(1->3)]n-beta-GlcA(1->4)-beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan}-Ser/Thr-[protein]
5507,3-O-{[beta-GlcA-(1->3)-alpha-Xyl-(1->3)](n+1)-beta-GlcA(1->4)-beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan}-Ser/Thr-[protein]
5508,3-O-[beta-GlcA-(1->3)-alpha-Xyl-(1->3)-beta-GlcA(1->4)-beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein]
5509,3-O-[alpha-Xyl-(1->3)-beta-GlcA(1->4)-beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein]
5510,3-O-[beta-GlcA(1->4)-beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein]
5511,3-O-[Rbo5P-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein]
5512,3-O-[Rib-ol-P-Rib-ol-P-3-beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-O-6-P-alpha-D-Man]-Ser/Thr-[protein]
5513,3-O-[beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein]
5514,spheroiden-2-one
5515,spheroidene
5516,demethylspheroidene
5517,1-hydroxyneurosporene
5518,methoxyneurosporene
5519,[protein] N-acetyl-beta-D-glucosaminy-(L-serine/L-threonine)
5520,glyphosate
5521,(aminomethyl)phosphonate
5522,trans-neoxanthin
5523,6-sulfo-sialyl Lewis x epitope
5524,A type 2 histo-blood group antigen
5525,A (Lewis y) histo-blood group epitope
5526,B type 2 histo-blood group antigen
5527,B (Lewis y) histo-blood group epitope
5528,H type 2 histo-blood group antigen
5529,epsilon-carotene
5530,delta-carotene
5531,3'-half-tRNA molecule with a 5'-OH end
5532,spliced tRNA
5533,"5'-half-tRNA molecule with a 2',3'-cyclic phosphate end"
5534,"tRNA intron with a 2',3'-cyclic phosphate and a 5'-hydroxyl terminus"
5535,"1'-hydroxy-1',2'-dihydro-beta,psi-caroten-4'-one"
5536,thiothece-474
5537,1'-hydroxy-gamma-carotene
5538,2'-phospho-[ligated tRNA]
5539,5' half-tRNA molecule with a 2' phosphate on its 3' end
5540,3' half-tRNA molecule with a phosphate on its 5' end
5541,"ADP ribose 1'',2''-cyclic phosphate"
5542,ADP-D-ribose
5543,ADP ribose 1''-phosphate
5544,queuine
5545,guanine34 in tRNA
5546,queuosine34 in tRNA
5547,alpha-D-ribose-1-[N-(phosphonomethyl)glycine] 5-phosphate
5548,"5-phospho-alpha-D-ribose 1,2-cyclic phosphate"
5549,alpha-D-ribose-1-[N-(phosphonomethyl)glycine] 5-triphosphate
5550,alpha-carotene
5551,epoxyqueuosine34 in tRNA
5552,7-aminomethyl-7-deazaguanosine34 in tRNA
5553,preQ1
5554,1-hydroxychlorobactene
5555,hydroxychlorobactene glucoside
5556,lauryl-hydroxychlorobactene glucoside
5557,"2-hydroxycyclopenta-2,4-dien-1-one"
5558,queuosine
5559,D-ribose
5560,FR-33289
5561,FR-900098
5562,CMP-5'-3-(N-acetyl-N-hydroxy)aminopropylphosphonate
5563,CMP-5'-N-hydroxy-3-(aminopropyl)phosphonate
5564,CMP-5'-3-(aminopropyl)phosphonate
5565,2-amino-4-phosphonobutanoate
5566,2-oxo-4-phosphonobutanoate
5567,3-phosphonomethylmalate
5568,(R)-2-(phosphomethyl)malate
5569,"beta,chi-carotene"
5570,renierapurpurin
5571,18-hydroxyrenierapurpurin
5572,"chi,chi-caroten-18-oate"
5573,"18'-hydroxy-chi,chi-caroten-18-oate"
5574,synechoxanthin
5575,indol-3-ylmethylisothiocyanate-glutathione
5576,indol-3-ylmethylisothiocyanate-[gamma-Glu-Cys}
5577,indol-3-ylmethylisothiocyanate-L-cysteine
5578,4-hydroxyglucobrassicin
5579,4-methoxyglucobrassicin
5580,glucobrassicin
5581,(indol-3-yl)-N-(sulfonatooxy)methanimidothioate
5582,indolylmethylisothiocyanate
5583,raphanusamate
5584,3-(aminomethyl)indole
5585,(glutathion-S-yl)-4-methoxy-3-indolylmethylisothiocyanate
5586,4-methoxy-3-indolylmethylamine
5587,4-methoxy-3-indolylmethylisothiocyanate
5588,4-methoxy-3-indolylmethyl glucosinolate aglycone
5589,"7,8-dihydroneoxanthin"
5590,fucoxanthinol
5591,amarouciaxanthin A
5592,fucoxanthin
5593,indole-3-carbinonium ion
5594,isothiocyanate
5595,(indol-3-yl)acetonitrile
5596,indole-3-carboxylate
5597,indole-3-carbaldehyde
5598,ascorbigen
5599,indole-3-carbinol
5600,indol-3-ylmethyl-L-cysteine
5601,indol-3-ylmethyl-glutathione
5602,"3,3'-di(indol-3-yl)methane"
5603,sulfur(0)
5604,2-oxospirilloxanthin
5605,"2,2'-dioxospirilloxanthin"
5606,spirilloxanthin
5607,hydroxyspirilloxanthin
5608,rhodovibrin
5609,anhydrorhodovibrin
5610,"3,4-didehydrorhodopin"
5611,rhodopin
5612,phenyl-N-(sulfonatooxy)methanimidothioate
5613,benzylisothiocyanate
5614,benzylthiocyanate
5615,phenylacetonitrile
5616,glucotropaeolin
5617,capsorubin
5618,capsanthin
5619,(indol-3-yl)acetyl-myo-inositol L-arabinoside
5620,methylphosphonate
5621,"3,4,3',4'-tetradehydro-beta,beta-carotene"
5622,"3,4,3',4'-tetradehydroisozeaxanthin"
5623,isozeaxanthin
5624,canthaxanthin
5625,2-oxoindole-3-acetate
5626,(2-oxindol-3-yl)acetyl-L-aspartate
5627,(indol-3-yl)acetyl-L-aspartate
5628,adonirubin
5629,"(3S,3'S)-astaxanthin"
5630,4'-hydroxyechinenone
5631,isocryptoxanthin
5632,N-(beta-D-glucosyl)-(indol-3-yl)acetyl-L-glutamate
5633,glucosylated D-glucose acceptor
5634,(indol-3-yl)acetyl-L-glutamate
5635,non glucosylated D-glucose acceptor
5636,N-beta-D-glucosyl-(indol-3-yl)acetyl-L-aspartate
5637,N-beta-D-glucosyl-(indol-3-yl)acetate
5638,phosphonoacetate
5639,2-(3-hydroxy-2-oxo-1H-indol-3-yl)acetate
5640,dioxindole-3-acetyl-3-O-beta-glucose
5641,myxocoxanthin
5642,myxol
5643,myxol-2' fucoside
5644,plectaniaxanthin
5645,7-hydroxy-2-oxindole-3-acetate
5646,7-hydroxy-2-oxindole-3-acetate glucoside
5647,all-trans-zeta-carotene
5648,all-trans phytofluene
5649,1-(2-oxindole-3-acetyl)-beta-D-glucose
5650,caloxanthin
5651,nostoxanthin
5652,N-(beta-glucosyl)-(oxindol-3-yl)acetyl-aspartate
5653,"N-[beta-glucosyl-(1,4)-beta-glucosyl]-(oxindol-3-yl)acetyl-aspartate"
5654,(1R)-(2-amino-1-hydroxyethyl)phosphonate
5655,(2-aminoethyl)phosphonate
5656,3-hydroxyechinenone
5657,echinenone
5658,beta-cryptoxanthin
5659,adonixanthin
5660,(3-hydroxy-2-oxindol-3-yl)acetyl-L-aspartate
5661,3-(O-beta-glucosyl)-(2-oxindol-3-yl)acetyl-L-aspartate
5662,astaxanthin dirhamnoside
5663,GDP-alpha-D-rhamnose
5664,(6-hydroxy-indol-3-yl)acetyl-L-valine
5665,(indol-3-yl)acetyl-L-valine
5666,(6-hydroxy-indol-3-yl)acetyl-L-phenylalanine
5667,(indol-3-yl)acetyl-L-phenylalanine
5668,alpha-D-ribose-1-methylphosphonate 5-phosphate
5669,alpha-D-ribose-1-methylphosphonate-5-triphosphate
5670,(indol-3-yl)acetyl-L-glutamine
5671,3'-hydroxyechinenone
5672,lutein
5673,zeinoxanthin
5674,deoxyflexixanthin
5675,flexixanthin
5676,"D-ribofuranose 2,5-bisphosphate"
5677,monoanhydrobacterioruberin
5678,bisanhydrobacterioruberin
5679,bacterioruberin
5680,dihydrobisanhydrobacterioruberin
5681,isopentenyldehydrorhodopin
5682,dihydroisopentenyldehydrorhodopin
5683,decaprenoxanthin diglucoside
5684,decaprenoxanthin monoglucoside
5685,nonaflavuxanthin
5686,flavuxanthin
5687,decaprenoxanthin
5688,xylogalacturonan
5689,sarcinaxanthin monoglucoside
5690,sarcinaxanthin diglucoside
5691,sarcinaxanthin
5692,beta-L-Rha-(1->6)-beta-D-Glc-(1->6)-alpha-D-Glc-(1->4)-beta-GlcA-(1->2)-6-O-Ac-alpha-D-Man-(1->3)-beta-D-Glc-(1->4)-6-O-Ac-alpha-D-Glc-PP-Und
5693,n beta-L-Rha-(1->6)-beta-D-Glc-(1->6)-alpha-D-Glc-(1->4)-beta-GlcA-(1->2)-6-O-Ac-alpha-D-Man-(1->3)-beta-D-Glc-(1->4)-6-O-Ac-alpha-D-Glc-PP-Und
5694,acetan
5695,beta-L-Rha-(1->6)-beta--DGlc-(1->6)-alpha-D-Glc-(1->4)-beta-D-GlcA-(1->2)-6-O-Ac-alpha-D-Man-(1->3)-beta-D-Glc-(1->4)-alpha-D-Glc-PP-Und
5696,"beta-D-GlcA-(1->2)-alpha-D-Man-(1->3)-beta-D-Glc-(1->4)-alpha-D-Glc-1-diphospho-ditrans,octacis-undecaprenol"
5697,alpha-D-Glc-(1->4)-beta-D-GlcA-(1->2)-alpha-D-Man-(1->3)-beta-D-Glc-(1->4)-alpha-D-Glc-PP-Und
5698,"L-Rha-beta-(1,6)-Glc-beta-(1,6)-Glc-alpha-(1,4)-GlcA-beta-(1,2)-D-Man-alpha-(1,3)-D-Glc-beta-(1,4)-Glc-alpha-PP-Und"
5699,beta-D-Glc-(1->6)-alpha-D-Glc-(1->4)-beta-D-GlcA-(1->2)-alpha-D-Man-(1->3)-beta-D-Glc-(1->4)-alpha-Glc-PP-Und
5700,alpha-D-Man-(1->3)-beta-D-Glc-(1->4)-alpha-D-Glc-PP-Und
5701,alpha-D-Glc-PP-Und
5702,beta-D-Glc-(1->4)-alpha-D-Glc-PP-Und
5703,"2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-beta,beta-carotene"
5704,"2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-beta,beta-carotene monoglucoside"
5705,C.p.473
5706,succinoglycan dimer
5707,"4,6-pyruvoyl-beta-D-Glc-(1->3)-6-O-succinoyl-beta-D-Glc-(1->3)-beta-D-Glc-(1->6)-beta-D-Glc-(1->6)-beta-D-Glc-(1->4)-6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und"
5708,succinoglycan
5709,"n 4,6-pyruvoyl-beta-D-Glc-(1->3)-6-O-succinoyl-beta-D-Glc-(1->3)-beta-D-Glc-(1->6)-beta-D-Glc-(1->6)-beta-D-Glc-(1->4)-6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und"
5710,beta-D-Glc-(1->3)-6-O-succinoyl-beta-D-Glc-(1->3)-beta-D-Glc-(1->6)-beta-D-Glc-(1->6)-beta-D-Glc-(1->4)-6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und
5711,6-O-succinoyl-beta-D-Glc-(1->3)-beta-D-Glc-(1->6)-beta-D-Glc-(1->6)-beta-D-Glc-(1->4)-6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und
5712,beta-D-Glc-(1->3)-beta-D-Glc-(1->6)-beta-D-Glc-(1->6)-beta-D-Glc-(1->4)-6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und
5713,beta-D-Glc-(1->6)-beta-D-Glc-(1->6)-beta-D-Glc-(1->4)-6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und
5714,beta-D-Glc-(1->6)-beta-D-Glc-(1->4)-6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-diphosphoundecaprenol
5715,D-Glc-(1->4)-6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und
5716,6-O-acetyl-beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und
5717,beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-diphosphoundecaprenol
5718,beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und
5719,(-)-bornyl-diphosphate
5720,(-)-borneol
5721,2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und
5722,beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und
5723,colanic acid  attached to lipid anchor
5724,"n 4,6-pyr-alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und"
5725,"4,6-pyr-alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und"
5726,alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und
5727,alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und
5728,alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und
5729,2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und
5730,alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und
5731,(+)-borneol
5732,enterobacterial common antigen
5733,n alpha-D-Fuc4NAc-(1->4)-beta-D-ManNAcA-(1->4)-GlcNAc-PP-Und
5734,alpha-D-Fuc4NAc-(1->4)-beta-D-ManNAcA-(1->4)-GlcNAc-PP-Und
5735,beta-D-ManNAcA-(1->4)-alpha-D-GlcNAc-PP-Und
5736,dTDP-4-acetamido-alpha-D-fucose
5737,UDP-N-acetyl-alpha-D-mannosaminuronate
5738,dihydrogeranylgeranyl diphosphate
5739,tetrahydrogeranylgeranyl diphosphate
5740,"1,4-beta-D-glucan"
5741,XLLG xylogulcan
5742,XXLG xylogulcan
5743,GXGG xylogulcan
5744,XXXG xylogulcan
5745,XLFG xylogulcan
5746,xanthan
5747,"6-O-acetyl-beta-D-mannosyl-(1,4)-beta-D-glucoronate-(1,2)-alpha-N-acetyl-D-mannosyl-(1,3)-beta-D-glucosyl-(1,4)-alpha-D-glucosyl-PP-Und"
5748,D-Man-beta-(1->4)-GlcA-beta-(1->2)-6-O-acetyl-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-PP-Und
5749,"4,6-CH3(COO-)C-beta-D-Man-(1->4)-beta-GlcA-(1->2)-6-O-acetyl-alpha-D-Man-(1->3)-beta-D-Glc-(1->4)-alpha-D-Glc-PP-Und"
5750,D-Man-beta-(1->4)-GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-PP-Und
5751,n S-adenosyl-L-homocysteine
5752,n S-adenosyl-L-methionine
5753,UDP-alpha-D-galacturonate
5754,mu-carrageenan
5755,ent-16-a-hydroxy-kaurene
5756,"1,3-beta-D-glucan(n)"
5757,"1,3-beta-D-glucan(n+1)"
5758,neoabietic acid
5759,neoabietadienal
5760,neoabietadiene-diol
5761,neoabietadiene
5762,neoabietadienol
5763,6-kestotriose
5764,"1,6-kestotetraose"
5765,"1,1-kestotetraose"
5766,"abieta-7,13-diene"
5767,dehydroabietadienol
5768,dehydroabietadiene-diol
5769,dehydroabietadienal
5770,dehydroabietate
5771,cellulose(n+1)
5772,cellulose(n)
5773,levopimaradienal
5774,levopimaric acid
5775,levopiramadiene-diol
5776,levopimaradienol
5777,levopimaradiene
5778,"abieta-7,13-diene-18-oate"
5779,"abieta-7,13-diene-18-al"
5780,"abieta-7,13-dien-18-ol"
5781,"abieta-7,13-dien-18,18-diol"
5782,beta-Glc-(1->4)-Kdo-(2->4)-Kdo-(2->6)-[lipid A] 
5783,beta-Glc-(1->4)-Kdo-(2->4)-[alpha-Man-(1->5)]-Kdo-(2->6)-[lipid A] 
5784,beta-Glc-(1->4)-Kdo-(2->4)-[beta-GlcN-(1->3)-alpha-Man-(1->5)]-Kdo-(2->6)-[lipid A] 
5785,beta-Glc-(1->4)-Kdo-(2->4)-{beta-GlcN-(1->4)-[beta-GlcN-(1->6)]-beta-GlcN-(1->3)-alpha-Man-(1->5)}-Kdo-(2->6)-[lipid A] 
5786,beta-Glc-(1->4)-Kdo-(2->4)-[beta-GlcN-(1->4)-beta-GlcN-(1->3)-alpha-Man-(1->5)]-Kdo-(2->6)-[lipid A] 
5787,palustradienol
5788,palustradiene
5789,palustradiene-diol
5790,palustradienal
5791,palustric acid
5792,"isopimara-7,15-dienal"
5793,isopimarate
5794,isopimaradiene-diol
5795,"isopimara-7,15-dienol"
5796,"(+)-isopimara-7,15-diene"
5797,all-trans-nonaprenyl diphosphate
5798,harmine
5799,harmol
5800,harmalol
5801,harmaline
5802,fumigaclavine C
5803,fumigaclavine A
5804,fumigaclavine B
5805,festuclavine
5806,chanoclavine-I aldehyde
5807,dihydrochanoclavine-I aldehyde
5808,"6,8-dimethyl-6,7-didehydroergoline"
5809,all-trans-heptaprenyl diphosphate
5810,(polyphosphate)(n+1)
5811,(polyphosphate)(n)
5812,(polyphosphate)(n-1)
5813,(1H-indol-3-yl)-N-methylmethanamine
5814,gramine
5815,aszonalenin
5816,(R)-benzodiazepinedione
5817,phosphate monoester
5818,alcohol
5819,(+)-premalbrancheamide
5820,"1-hydroxy-3-{[2-(1,1-dimethylallyl)-indol-3-yl]methyl}-4H,6H,7H,8H-pyrrolo[1,2-a]pyrazine"
5821,"(S)-3-{[2-(1,1-dimethylallyl)-indol-3-yl]methyl}-6,7,8,8a-tetrahydropyrrolo[1,2-a]pyrazin-1-one"
5822,"1-hydroxy-3-{[2-(1,1-dimethylallyl)-indol-3-yl]methyl}-6H,7H,8H-5lambda5-pyrrolo[1,2-a]pyrazine"
5823,(+)-malbrancheamide
5824,(+)-malbrancheamide B
5825,(+)-isomalbrancheamide B
5826,"(S)-3-(indol-3-ylmethyl)-6,7,8,8a-tetrahydropyrrolo[1,2-a]pyrazin-1-one"
5827,all-trans-decaprenyl diphosphate
5828,senecionine N-oxide
5829,senecionine
5830,ethylphosphate
5831,betanin
5832,betalamate
5833,cyclo-dopa 5-O-glucoside
5834,gomphrenin I
5835,dopaxanthin quinone
5836,dopaxanthin
5837,portulacaxanthin II
5838,2-descarboxy-betanidin
5839,2-descarboxy-cyclo-dopa
5840,dopamine quinone
5841,"4,5-seco-dopa"
5842,miraxanthin V
5843,betaxanthin
5844,adenosine 5'-phosphoramidate
5845,CMP-(2-aminoethyl)phosphonate
5846,glycoconjugate
5847,(2-aminoethyl)phosphonate-glycoconjugate
5848,amaranthin
5849,1-O-feruloyl-beta-D-glucose
5850,celosianin II
5851,celosianin I
5852,1-O-(4-coumaroyl)-beta-D-glucose
5853,cyclo-dopa glucuronosyl glucoside
5854,piperine
5855,1-piperidinium
5856,"(E,E)-piperoyl-CoA"
5857,prekainate
5858,kainate lactone
5859,kainate
5860,beta-nicotinate D-ribonucleotide
5861,2-iminosuccinate
5862,quinolinate
5863,(S)-nicotine
5864,(S)-nornicotine
5865,trigonelline
5866,13-hydroxylupanine
5867,13-[(E)-2-methylcrotonoyl]oxylupanine
5868,lupanine
5869,17-oxosparteine
5870,epiberberine
5871,dihydroberbine
5872,(S)-2-methylscoulerine
5873,[(2-trimethyl)aminoethyl]phosphonate
5874,(1R)-(1-hydroxy-2-trimethylamino)ethylphosphonate
5875,"1,2-dehydroreticuline"
5876,(R)-reticuline
5877,codeine
5878,morphine
5879,morphinone
5880,codeinone
5881,oripavine
